video_id,label,source,dataset,method,skip_frames,n_detected_frames,target_frames,feat_shape,video_path
ffpp_DeepFakeDetection_01_12__outside_talking_pan_laughing__TNI7KUZ6,1,FFpp,FFpp,DeepFakeDetection,5,59,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4
ffpp_DeepFakeDetection_01_12__outside_talking_still_laughing__TNI7KUZ6,1,FFpp,FFpp,DeepFakeDetection,6,61,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_12__outside_talking_still_laughing__TNI7KUZ6.mp4
ffpp_DeepFakeDetection_01_15__exit_phone_room__02HILKYO,1,FFpp,FFpp,DeepFakeDetection,3,70,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_15__exit_phone_room__02HILKYO.mp4
ffpp_DeepFakeDetection_01_15__kitchen_still__02HILKYO,1,FFpp,FFpp,DeepFakeDetection,9,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_15__kitchen_still__02HILKYO.mp4
ffpp_DeepFakeDetection_01_15__outside_talking_pan_laughing__02HILKYO,1,FFpp,FFpp,DeepFakeDetection,8,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_15__outside_talking_pan_laughing__02HILKYO.mp4
ffpp_DeepFakeDetection_01_20__hugging_happy__FW94AIMJ,1,FFpp,FFpp,DeepFakeDetection,8,68,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_20__hugging_happy__FW94AIMJ.mp4
ffpp_DeepFakeDetection_01_20__kitchen_pan__6UBMLXK3,1,FFpp,FFpp,DeepFakeDetection,7,68,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_20__kitchen_pan__6UBMLXK3.mp4
ffpp_DeepFakeDetection_01_20__walk_down_hall_angry__FW94AIMJ,1,FFpp,FFpp,DeepFakeDetection,4,57,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_20__walk_down_hall_angry__FW94AIMJ.mp4
ffpp_DeepFakeDetection_01_21__walk_down_hall_angry__03X7CELV,1,FFpp,FFpp,DeepFakeDetection,4,57,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_21__walk_down_hall_angry__03X7CELV.mp4
ffpp_DeepFakeDetection_01_27__walking_outside_cafe_disgusted__ZYCZ30C0,1,FFpp,FFpp,DeepFakeDetection,4,57,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4
ffpp_DeepFakeDetection_02_01__walking_outside_cafe_disgusted__YVGY8LOK,1,FFpp,FFpp,DeepFakeDetection,8,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4
ffpp_DeepFakeDetection_02_03__walking_outside_cafe_disgusted__QH3Y0IG0,1,FFpp,FFpp,DeepFakeDetection,8,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4
ffpp_DeepFakeDetection_02_04__podium_speech_happy__8CH7R4LW,1,FFpp,FFpp,DeepFakeDetection,17,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_04__podium_speech_happy__8CH7R4LW.mp4
ffpp_DeepFakeDetection_02_06__exit_phone_room__HZAXM70B,1,FFpp,FFpp,DeepFakeDetection,4,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_06__exit_phone_room__HZAXM70B.mp4
ffpp_DeepFakeDetection_02_06__podium_speech_happy__N8OSN8P6,1,FFpp,FFpp,DeepFakeDetection,17,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_06__podium_speech_happy__N8OSN8P6.mp4
ffpp_DeepFakeDetection_02_06__podium_speech_happy__SU4OQCS9,1,FFpp,FFpp,DeepFakeDetection,17,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_06__podium_speech_happy__SU4OQCS9.mp4
ffpp_DeepFakeDetection_02_06__talking_angry_couch__J1W9R0NG,1,FFpp,FFpp,DeepFakeDetection,20,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_06__talking_angry_couch__J1W9R0NG.mp4
ffpp_DeepFakeDetection_02_06__walk_down_hall_angry__0M6JNS5D,1,FFpp,FFpp,DeepFakeDetection,4,57,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_06__walk_down_hall_angry__0M6JNS5D.mp4
ffpp_DeepFakeDetection_02_07__exit_phone_room__9NVRE2KQ,1,FFpp,FFpp,DeepFakeDetection,4,69,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_07__exit_phone_room__9NVRE2KQ.mp4
ffpp_DeepFakeDetection_02_07__hugging_happy__1JCLEEBQ,1,FFpp,FFpp,DeepFakeDetection,11,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_07__hugging_happy__1JCLEEBQ.mp4
ffpp_DeepFakeDetection_02_07__outside_talking_pan_laughing__O4SXNLRL,1,FFpp,FFpp,DeepFakeDetection,10,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_07__outside_talking_pan_laughing__O4SXNLRL.mp4
ffpp_DeepFakeDetection_02_07__walk_down_hall_angry__U7DEOZNV,1,FFpp,FFpp,DeepFakeDetection,3,70,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_07__walk_down_hall_angry__U7DEOZNV.mp4
ffpp_DeepFakeDetection_02_07__walking_down_street_outside_angry__O4SXNLRL,1,FFpp,FFpp,DeepFakeDetection,8,61,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_07__walking_down_street_outside_angry__O4SXNLRL.mp4
ffpp_DeepFakeDetection_02_09__talking_angry_couch__6KUOFMZW,1,FFpp,FFpp,DeepFakeDetection,20,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_09__talking_angry_couch__6KUOFMZW.mp4
ffpp_DeepFakeDetection_02_09__walking_down_street_outside_angry__6KUOFMZW,1,FFpp,FFpp,DeepFakeDetection,7,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_09__walking_down_street_outside_angry__6KUOFMZW.mp4
ffpp_DeepFakeDetection_02_13__exit_phone_room__CP5HFV3K,1,FFpp,FFpp,DeepFakeDetection,4,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_13__exit_phone_room__CP5HFV3K.mp4
ffpp_DeepFakeDetection_02_13__podium_speech_happy__2YSYT2N3,1,FFpp,FFpp,DeepFakeDetection,17,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_13__podium_speech_happy__2YSYT2N3.mp4
ffpp_DeepFakeDetection_02_15__exit_phone_room__MZWH8ATN,1,FFpp,FFpp,DeepFakeDetection,4,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_15__exit_phone_room__MZWH8ATN.mp4
ffpp_DeepFakeDetection_02_15__outside_talking_pan_laughing__SB6PMCO0,1,FFpp,FFpp,DeepFakeDetection,10,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_15__outside_talking_pan_laughing__SB6PMCO0.mp4
ffpp_DeepFakeDetection_02_15__secret_conversation__MZWH8ATN,1,FFpp,FFpp,DeepFakeDetection,1,38,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_15__secret_conversation__MZWH8ATN.mp4
ffpp_DeepFakeDetection_02_15__walk_down_hall_angry__TN2CWM3K,1,FFpp,FFpp,DeepFakeDetection,3,70,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_15__walk_down_hall_angry__TN2CWM3K.mp4
ffpp_DeepFakeDetection_02_18__exit_phone_room__OXMEEFUQ,1,FFpp,FFpp,DeepFakeDetection,4,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_18__exit_phone_room__OXMEEFUQ.mp4
ffpp_DeepFakeDetection_02_18__outside_talking_pan_laughing__OXMEEFUQ,1,FFpp,FFpp,DeepFakeDetection,10,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4
ffpp_DeepFakeDetection_02_25__talking_against_wall__Z7FQ69VP,1,FFpp,FFpp,DeepFakeDetection,15,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/02_25__talking_against_wall__Z7FQ69VP.mp4
ffpp_DeepFakeDetection_03_01__outside_talking_still_laughing__JZUXXFRB,1,FFpp,FFpp,DeepFakeDetection,15,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_01__outside_talking_still_laughing__JZUXXFRB.mp4
ffpp_DeepFakeDetection_03_06__exit_phone_room__1IXGY2FK,1,FFpp,FFpp,DeepFakeDetection,8,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_06__exit_phone_room__1IXGY2FK.mp4
ffpp_DeepFakeDetection_03_07__kitchen_pan__WPT3Z2KN,1,FFpp,FFpp,DeepFakeDetection,8,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_07__kitchen_pan__WPT3Z2KN.mp4
ffpp_DeepFakeDetection_03_07__walking_outside_cafe_disgusted__IFSURI9X,1,FFpp,FFpp,DeepFakeDetection,10,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4
ffpp_DeepFakeDetection_03_11__talking_against_wall__P08VGHTA,1,FFpp,FFpp,DeepFakeDetection,14,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_11__talking_against_wall__P08VGHTA.mp4
ffpp_DeepFakeDetection_03_13__outside_talking_still_laughing__GBYWJW06,1,FFpp,FFpp,DeepFakeDetection,15,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_13__outside_talking_still_laughing__GBYWJW06.mp4
ffpp_DeepFakeDetection_03_14__talking_against_wall__ZC2KYASW,1,FFpp,FFpp,DeepFakeDetection,14,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_14__talking_against_wall__ZC2KYASW.mp4
ffpp_DeepFakeDetection_03_15__meeting_serious__DNUJD8M2,1,FFpp,FFpp,DeepFakeDetection,15,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_15__meeting_serious__DNUJD8M2.mp4
ffpp_DeepFakeDetection_03_18__walking_and_outside_surprised__8HNSXOBW,1,FFpp,FFpp,DeepFakeDetection,12,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_18__walking_and_outside_surprised__8HNSXOBW.mp4
ffpp_DeepFakeDetection_03_21__meeting_serious__V53E3RVB,1,FFpp,FFpp,DeepFakeDetection,15,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_21__meeting_serious__V53E3RVB.mp4
ffpp_DeepFakeDetection_03_27__walk_down_hall_angry__IL675GCI,1,FFpp,FFpp,DeepFakeDetection,7,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/03_27__walk_down_hall_angry__IL675GCI.mp4
ffpp_DeepFakeDetection_04_01__kitchen_still__GBC7ZGDP,1,FFpp,FFpp,DeepFakeDetection,13,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/04_01__kitchen_still__GBC7ZGDP.mp4
ffpp_DeepFakeDetection_04_06__kitchen_still__ZK95PQDE,1,FFpp,FFpp,DeepFakeDetection,13,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/04_06__kitchen_still__ZK95PQDE.mp4
ffpp_DeepFakeDetection_04_13__podium_speech_happy__00T3UYOR,1,FFpp,FFpp,DeepFakeDetection,15,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/04_13__podium_speech_happy__00T3UYOR.mp4
ffpp_DeepFakeDetection_04_21__talking_angry_couch__5Y31RZP8,1,FFpp,FFpp,DeepFakeDetection,22,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/04_21__talking_angry_couch__5Y31RZP8.mp4
ffpp_DeepFakeDetection_04_27__walking_outside_cafe_disgusted__2CCI2ND1,1,FFpp,FFpp,DeepFakeDetection,6,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/04_27__walking_outside_cafe_disgusted__2CCI2ND1.mp4
ffpp_DeepFakeDetection_05_16__walk_down_hall_angry__OSXCUOHX,1,FFpp,FFpp,DeepFakeDetection,7,60,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/05_16__walk_down_hall_angry__OSXCUOHX.mp4
ffpp_DeepFakeDetection_05_28__exit_phone_room__U9LRLJ6N,1,FFpp,FFpp,DeepFakeDetection,6,68,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/05_28__exit_phone_room__U9LRLJ6N.mp4
ffpp_DeepFakeDetection_06_02__walking_down_indoor_hall_disgust__GH8TGTBS,1,FFpp,FFpp,DeepFakeDetection,20,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4
ffpp_DeepFakeDetection_06_07__outside_talking_pan_laughing__NMGYPBXE,1,FFpp,FFpp,DeepFakeDetection,10,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4
ffpp_DeepFakeDetection_06_11__walking_outside_cafe_disgusted__MX659QU8,1,FFpp,FFpp,DeepFakeDetection,5,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_11__walking_outside_cafe_disgusted__MX659QU8.mp4
ffpp_DeepFakeDetection_06_14__outside_talking_pan_laughing__8U9ULZDT,1,FFpp,FFpp,DeepFakeDetection,10,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_14__outside_talking_pan_laughing__8U9ULZDT.mp4
ffpp_DeepFakeDetection_06_15__outside_talking_still_laughing__E98QYYXO,1,FFpp,FFpp,DeepFakeDetection,12,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_15__outside_talking_still_laughing__E98QYYXO.mp4
ffpp_DeepFakeDetection_06_18__outside_talking_still_laughing__M36D0OJT,1,FFpp,FFpp,DeepFakeDetection,10,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_18__outside_talking_still_laughing__M36D0OJT.mp4
ffpp_DeepFakeDetection_06_18__walking_down_street_outside_angry__MVXBDKGB,1,FFpp,FFpp,DeepFakeDetection,9,61,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_18__walking_down_street_outside_angry__MVXBDKGB.mp4
ffpp_DeepFakeDetection_06_26__kitchen_still__L5BVR5L9,1,FFpp,FFpp,DeepFakeDetection,14,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_26__kitchen_still__L5BVR5L9.mp4
ffpp_DeepFakeDetection_06_27__walking_and_outside_surprised__SZWVBWY4,1,FFpp,FFpp,DeepFakeDetection,16,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/06_27__walking_and_outside_surprised__SZWVBWY4.mp4
ffpp_DeepFakeDetection_07_02__talking_angry_couch__1H07DFQJ,1,FFpp,FFpp,DeepFakeDetection,24,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_02__talking_angry_couch__1H07DFQJ.mp4
ffpp_DeepFakeDetection_07_03__outside_talking_pan_laughing__6PHZRQ4H,1,FFpp,FFpp,DeepFakeDetection,11,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_03__outside_talking_pan_laughing__6PHZRQ4H.mp4
ffpp_DeepFakeDetection_07_03__talking_angry_couch__WPT3Z2KN,1,FFpp,FFpp,DeepFakeDetection,24,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_03__talking_angry_couch__WPT3Z2KN.mp4
ffpp_DeepFakeDetection_07_04__outside_talking_still_laughing__XRK7FGZX,1,FFpp,FFpp,DeepFakeDetection,13,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_04__outside_talking_still_laughing__XRK7FGZX.mp4
ffpp_DeepFakeDetection_07_09__walk_down_hall_angry__N9CWME71,1,FFpp,FFpp,DeepFakeDetection,9,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_09__walk_down_hall_angry__N9CWME71.mp4
ffpp_DeepFakeDetection_07_14__outside_talking_pan_laughing__P9QFO50U,1,FFpp,FFpp,DeepFakeDetection,11,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_14__outside_talking_pan_laughing__P9QFO50U.mp4
ffpp_DeepFakeDetection_07_15__walking_down_street_outside_angry__NYPO7U50,1,FFpp,FFpp,DeepFakeDetection,9,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_15__walking_down_street_outside_angry__NYPO7U50.mp4
ffpp_DeepFakeDetection_07_21__talking_against_wall__MKU99DVX,1,FFpp,FFpp,DeepFakeDetection,10,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_21__talking_against_wall__MKU99DVX.mp4
ffpp_DeepFakeDetection_07_26__walking_down_street_outside_angry__FGNGC2GT,1,FFpp,FFpp,DeepFakeDetection,8,68,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4
ffpp_DeepFakeDetection_08_16__talking_against_wall__8Q7JCS95,1,FFpp,FFpp,DeepFakeDetection,16,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/08_16__talking_against_wall__8Q7JCS95.mp4
ffpp_DeepFakeDetection_08_28__outside_talking_still_laughing__8BC35RFU,1,FFpp,FFpp,DeepFakeDetection,12,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/08_28__outside_talking_still_laughing__8BC35RFU.mp4
ffpp_DeepFakeDetection_09_02__walking_down_street_outside_angry__9TDCEK1Q,1,FFpp,FFpp,DeepFakeDetection,7,61,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/09_02__walking_down_street_outside_angry__9TDCEK1Q.mp4
ffpp_DeepFakeDetection_09_13__exit_phone_room__YP7MGDQ6,1,FFpp,FFpp,DeepFakeDetection,5,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/09_13__exit_phone_room__YP7MGDQ6.mp4
ffpp_DeepFakeDetection_09_13__walking_down_street_outside_angry__NDMHWBT1,1,FFpp,FFpp,DeepFakeDetection,6,68,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/09_13__walking_down_street_outside_angry__NDMHWBT1.mp4
ffpp_DeepFakeDetection_09_20__outside_talking_still_laughing__MKEWB4SM,1,FFpp,FFpp,DeepFakeDetection,13,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/09_20__outside_talking_still_laughing__MKEWB4SM.mp4
ffpp_DeepFakeDetection_09_25__talking_angry_couch__5041ODBN,1,FFpp,FFpp,DeepFakeDetection,20,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/09_25__talking_angry_couch__5041ODBN.mp4
ffpp_DeepFakeDetection_10_19__kitchen_still__IDX76N5R,1,FFpp,FFpp,DeepFakeDetection,14,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/10_19__kitchen_still__IDX76N5R.mp4
ffpp_DeepFakeDetection_10_22__kitchen_still__EHARPYBT,1,FFpp,FFpp,DeepFakeDetection,14,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/10_22__kitchen_still__EHARPYBT.mp4
ffpp_DeepFakeDetection_10_23__outside_talking_pan_laughing__ZHJO34DY,1,FFpp,FFpp,DeepFakeDetection,12,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/10_23__outside_talking_pan_laughing__ZHJO34DY.mp4
ffpp_DeepFakeDetection_11_01__talking_against_wall__EKE2KNRE,1,FFpp,FFpp,DeepFakeDetection,14,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/11_01__talking_against_wall__EKE2KNRE.mp4
ffpp_DeepFakeDetection_11_06__outside_talking_pan_laughing__C8C4FW99,1,FFpp,FFpp,DeepFakeDetection,11,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/11_06__outside_talking_pan_laughing__C8C4FW99.mp4
ffpp_DeepFakeDetection_11_13__talking_angry_couch__61T622EK,1,FFpp,FFpp,DeepFakeDetection,24,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/11_13__talking_angry_couch__61T622EK.mp4
ffpp_DeepFakeDetection_11_26__kitchen_still__7C0VKV43,1,FFpp,FFpp,DeepFakeDetection,12,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/11_26__kitchen_still__7C0VKV43.mp4
ffpp_DeepFakeDetection_12_06__podium_speech_happy__0VR4Y891,1,FFpp,FFpp,DeepFakeDetection,15,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_06__podium_speech_happy__0VR4Y891.mp4
ffpp_DeepFakeDetection_12_07__walking_down_indoor_hall_disgust__KAG65PEE,1,FFpp,FFpp,DeepFakeDetection,20,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_07__walking_down_indoor_hall_disgust__KAG65PEE.mp4
ffpp_DeepFakeDetection_12_14__outside_talking_pan_laughing__Z7EWFA0P,1,FFpp,FFpp,DeepFakeDetection,13,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_14__outside_talking_pan_laughing__Z7EWFA0P.mp4
ffpp_DeepFakeDetection_12_15__talking_angry_couch__N0SRODQD,1,FFpp,FFpp,DeepFakeDetection,20,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_15__talking_angry_couch__N0SRODQD.mp4
ffpp_DeepFakeDetection_12_18__walking_outside_cafe_disgusted__IKH1LBBY,1,FFpp,FFpp,DeepFakeDetection,9,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_18__walking_outside_cafe_disgusted__IKH1LBBY.mp4
ffpp_DeepFakeDetection_12_21__outside_talking_still_laughing__J54W3PV1,1,FFpp,FFpp,DeepFakeDetection,12,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_21__outside_talking_still_laughing__J54W3PV1.mp4
ffpp_DeepFakeDetection_12_26__podium_speech_happy__BFBNM8FR,1,FFpp,FFpp,DeepFakeDetection,15,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/12_26__podium_speech_happy__BFBNM8FR.mp4
ffpp_DeepFakeDetection_13_02__kitchen_pan__CP5HFV3K,1,FFpp,FFpp,DeepFakeDetection,9,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_02__kitchen_pan__CP5HFV3K.mp4
ffpp_DeepFakeDetection_13_03__outside_talking_still_laughing__GBYWJW06,1,FFpp,FFpp,DeepFakeDetection,10,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_03__outside_talking_still_laughing__GBYWJW06.mp4
ffpp_DeepFakeDetection_13_07__secret_conversation__RVQCPCJF,1,FFpp,FFpp,DeepFakeDetection,2,53,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_07__secret_conversation__RVQCPCJF.mp4
ffpp_DeepFakeDetection_13_09__walking_down_street_outside_angry__B41GFUV2,1,FFpp,FFpp,DeepFakeDetection,8,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_09__walking_down_street_outside_angry__B41GFUV2.mp4
ffpp_DeepFakeDetection_13_12__secret_conversation__6G44TDN4,1,FFpp,FFpp,DeepFakeDetection,3,73,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_12__secret_conversation__6G44TDN4.mp4
ffpp_DeepFakeDetection_13_14__outside_talking_pan_laughing__KMQ3AW6A,1,FFpp,FFpp,DeepFakeDetection,7,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_14__outside_talking_pan_laughing__KMQ3AW6A.mp4
ffpp_DeepFakeDetection_13_20__walking_down_indoor_hall_disgust__VO2YZXLN,1,FFpp,FFpp,DeepFakeDetection,15,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_20__walking_down_indoor_hall_disgust__VO2YZXLN.mp4
ffpp_DeepFakeDetection_13_25__walking_down_street_outside_angry__IW9OFVMG,1,FFpp,FFpp,DeepFakeDetection,8,61,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/13_25__walking_down_street_outside_angry__IW9OFVMG.mp4
ffpp_DeepFakeDetection_14_01__hugging_happy__0S0NS5C6,1,FFpp,FFpp,DeepFakeDetection,2,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_01__hugging_happy__0S0NS5C6.mp4
ffpp_DeepFakeDetection_14_02__outside_talking_pan_laughing__3IUBEKCT,1,FFpp,FFpp,DeepFakeDetection,11,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_02__outside_talking_pan_laughing__3IUBEKCT.mp4
ffpp_DeepFakeDetection_14_03__outside_talking_still_laughing__KJ221YN0,1,FFpp,FFpp,DeepFakeDetection,14,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_03__outside_talking_still_laughing__KJ221YN0.mp4
ffpp_DeepFakeDetection_14_06__secret_conversation__8U9ULZDT,1,FFpp,FFpp,DeepFakeDetection,14,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_06__secret_conversation__8U9ULZDT.mp4
ffpp_DeepFakeDetection_14_13__hugging_happy__KMQ3AW6A,1,FFpp,FFpp,DeepFakeDetection,2,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_13__hugging_happy__KMQ3AW6A.mp4
ffpp_DeepFakeDetection_14_15__hugging_happy__3FRJCJ0V,1,FFpp,FFpp,DeepFakeDetection,2,67,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_15__hugging_happy__3FRJCJ0V.mp4
ffpp_DeepFakeDetection_14_18__hugging_happy__0YRBHIKG,1,FFpp,FFpp,DeepFakeDetection,2,56,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_18__hugging_happy__0YRBHIKG.mp4
ffpp_DeepFakeDetection_14_18__walking_down_indoor_hall_disgust__0YRBHIKG,1,FFpp,FFpp,DeepFakeDetection,11,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_18__walking_down_indoor_hall_disgust__0YRBHIKG.mp4
ffpp_DeepFakeDetection_14_20__walking_outside_cafe_disgusted__3HWOJRAM,1,FFpp,FFpp,DeepFakeDetection,11,64,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_20__walking_outside_cafe_disgusted__3HWOJRAM.mp4
ffpp_DeepFakeDetection_14_26__kitchen_still__ILLP29ZH,1,FFpp,FFpp,DeepFakeDetection,14,63,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/14_26__kitchen_still__ILLP29ZH.mp4
ffpp_DeepFakeDetection_15_01__kitchen_still__02HILKYO,1,FFpp,FFpp,DeepFakeDetection,14,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/15_01__kitchen_still__02HILKYO.mp4
ffpp_DeepFakeDetection_15_02__talking_against_wall__HTG660F8,1,FFpp,FFpp,DeepFakeDetection,13,65,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/15_02__talking_against_wall__HTG660F8.mp4
ffpp_DeepFakeDetection_15_03__kitchen_pan__DG8ITQO3,1,FFpp,FFpp,DeepFakeDetection,9,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/15_03__kitchen_pan__DG8ITQO3.mp4
ffpp_DeepFakeDetection_15_04__kitchen_pan__46TJ9IOJ,1,FFpp,FFpp,DeepFakeDetection,9,66,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/15_04__kitchen_pan__46TJ9IOJ.mp4
ffpp_DeepFakeDetection_15_06__kitchen_still__E98QYYXO,1,FFpp,FFpp,DeepFakeDetection,14,62,64,"[64, 30]",FaceForensics++_C23/DeepFakeDetection/15_06__kitchen_still__E98QYYXO.mp4
